scores,emotion_index,filename,norm_scores,condition
0.3,0,51_face_A14_help_BA1_trim_user.wav,0.142857142857143,A1_withhelp
0.3,0,56_face_A11_help_BA1_trim_user.wav,0.142857142857143,A1_withhelp
0.5,1,56_face_A12_help_BA1_trim_user.wav,0.238095238095238,A1_withhelp
0.8,1,56_face_A13_help_BA1_trim_user.wav,0.380952380952381,A1_withhelp
0.8,1,56_face_A14_help_BA1_trim_user.wav,0.380952380952381,A1_withhelp
0.3,0,57_face_A11_help_BA1_trim_user.wav,0.142857142857143,A1_withhelp
0.3,0,57_face_A12_help_BA1_trim_user.wav,0.142857142857143,A1_withhelp
0.1,0,57_face_A13_help_BA1_trim_user.wav,0.047619047619048,A1_withhelp
0.6,1,61_face_A11_help_BA1_trim_user.wav,0.285714285714286,A1_withhelp
0.5,1,61_face_A12_help_BA1_trim_user.wav,0.238095238095238,A1_withhelp
0.7,1,61_face_A13_help_BA1_trim_user.wav,0.333333333333333,A1_withhelp
1.4,1,62_face_A11_help_BA1_trim_user.wav,0.666666666666667,A1_withhelp
0.7,1,62_face_A12_help_BA1_trim_user.wav,0.333333333333333,A1_withhelp
0.6,1,62_face_A13_help_BA1_facefrozen_trim_user.wav,0.285714285714286,A1_withhelp
0.3,0,62_face_A14_help_BA1_facefrozen_trim_user.wav,0.142857142857143,A1_withhelp
0.6,1,63_face_A11_help_BA1_trim_user.wav,0.285714285714286,A1_withhelp
0.7,1,63_face_A12_help_BA1_trim_user.wav,0.333333333333333,A1_withhelp
0.4,0,63_face_A13_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
0.5,1,63_face_A14_help_BA1_trim_user.wav,0.238095238095238,A1_withhelp
0.7,1,64_face_A12_help_BA1_trim_user.wav,0.333333333333333,A1_withhelp
0.6,1,64_face_A13_help_BA1_trim_user.wav,0.285714285714286,A1_withhelp
0.6,1,64_face_A14_help_BA1_trim_user.wav,0.285714285714286,A1_withhelp
0,0,68_face_A11_help_BA1_trim_user.wav,0,A1_withhelp
0.1,0,68_face_A12_help_BA1_trim_user.wav,0.047619047619048,A1_withhelp
0,0,68_face_A13_help_BA1_trim_user.wav,0,A1_withhelp
0,0,68_face_A14_help_BA1_trim_user.wav,0,A1_withhelp
0.3,0,71_face_A11_help_BA1_trim_user.wav,0.142857142857143,A1_withhelp
0,0,71_face_A12_help_BA1_trim_user.wav,0,A1_withhelp
0,0,71_face_A13_help_BA1_trim_user.wav,0,A1_withhelp
0,0,71_face_A14_help_BA1_trim_user.wav,0,A1_withhelp
0.4,0,72_face_A11_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
0.4,0,72_face_A12_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
0.4,0,72_face_A13_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
0.5,1,72_face_A14_help_BA1_trim_user.wav,0.238095238095238,A1_withhelp
0.4,0,76_face_A11_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
0.4,0,76_face_A12_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
0.3,0,76_face_A13_help_BA1_trim_user.wav,0.142857142857143,A1_withhelp
0.2,0,77_face_A11_help_BA1_trim_user.wav,0.095238095238095,A1_withhelp
0.1,0,77_face_A12_help_BA1_trim_user.wav,0.047619047619048,A1_withhelp
0.1,0,77_face_A13_help_BA1_trim_user.wav,0.047619047619048,A1_withhelp
0.2,0,77_face_A14_help_BA1_trim_user.wav,0.095238095238095,A1_withhelp
0.8,1,80_face_A11_help_BA1_trim_user.wav,0.380952380952381,A1_withhelp
0.2,0,80_face_A12_help_BA1_trim_user.wav,0.095238095238095,A1_withhelp
1,1,80_face_A13_help_BA1_trim_user.wav,0.476190476190476,A1_withhelp
0.5,1,80_face_A14_help_BA1_trim_user.wav,0.238095238095238,A1_withhelp
0.5,1,81_face_A11_help_BA1_trim_user.wav,0.238095238095238,A1_withhelp
0.3,0,81_face_A12_help_BA1_trim_user.wav,0.142857142857143,A1_withhelp
0.4,0,81_face_A13_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
0.4,0,81_face_A14_help_BA1_trim_user.wav,0.190476190476191,A1_withhelp
